appName,link,tags
Prison Architect,https://store.steampowered.com/app/233450/Prison_Architect,"Simulation,Building,Sandbox,Strategy,Base Building,Colony Sim,Management,City Builder,2D,Top-Down,Economy,Resource Management,Multiplayer,Singleplayer,Capitalism,Moddable,Funny,Replay Value,Indie,Casual"
Kingdoms Reborn,https://store.steampowered.com/app/1307890/Kingdoms_Reborn,"City Builder,Base Building,Colony Sim,Management,Medieval,Strategy,Multiplayer,Economy,Resource Management,Online Co-Op,Simulation,Co-op,PvP,Early Access,3D,Procedural Generation,Singleplayer,Indie,Turn-Based,Building"
Disco Elysium - The Final Cut,https://store.steampowered.com/app/632470/Disco_Elysium__The_Final_Cut,"RPG,Story Rich,Choices Matter,Detective,Isometric,Atmospheric,Singleplayer,CRPG,Point & Click,Noir,Surreal,Indie,Adventure,Exploration,Funny,Visual Novel,Open World,Character Customization,Political,Sexual Content"
Frozenheim,https://store.steampowered.com/app/1134100/Frozenheim,"Strategy,Base Building,RTS,War,Medieval,Multiplayer,Grand Strategy,Real Time Tactics,Naval Combat,3D,Management,Stylized,Singleplayer,Fantasy,Vikings,Combat,Violent,Gore,Exploration,Historical"
Terra Invicta,https://store.steampowered.com/app/1176470/Terra_Invicta,"Strategy,Simulation,Grand Strategy,Space,Sci-fi,Historical,4X,War,Tactical,Management,Sandbox,RTS,Military,Real-Time with Pause,Singleplayer,Moddable,Economy,Building,Atmospheric,Early Access"
Dwarf Fortress,https://store.steampowered.com/app/975370/Dwarf_Fortress,"Colony Sim,Indie,Pixel Graphics,Simulation,Procedural Generation,Economy,City Builder,Fantasy,Base Building,Difficult,Survival,2D,Singleplayer,Strategy,Moddable,Medieval,Tactical RPG,RPG,Sandbox,Turn-Based Combat"
Conqueror's Blade,https://store.steampowered.com/app/905370/Conquerors_Blade,"Medieval,Tactical,Strategy,Action,Free to Play,Multiplayer,Massively Multiplayer,War,Singleplayer,Grand Strategy,Strategy RPG,Online Co-Op,Swordplay,Character Customization,PvP,Wargame,RTS,Action RTS,Tactical RPG,Real Time Tactics"
Killing Floor,https://store.steampowered.com/app/1250/Killing_Floor,"FPS,Zombies,Co-op,Survival,Horror,Action,Multiplayer,Online Co-Op,Gore,Shooter,Team-Based,First-Person,Survival Horror,Moddable,Great Soundtrack,Class-Based,Singleplayer,Difficult,Comedy,Adventure"
Slime Rancher 2,https://store.steampowered.com/app/1657630/Slime_Rancher_2,"Early Access,Cute,Colorful,Relaxing,Open World,Singleplayer,First-Person,Adventure,Creature Collector,Simulation,Family Friendly,Casual,Female Protagonist,3D,Fantasy,Action-Adventure,Building,Multiplayer,FPS,Action"
Beholder,https://store.steampowered.com/app/475550/Beholder,"Dystopian,Choices Matter,Political Sim,Strategy,Simulation,Atmospheric,Singleplayer,Dark,Story Rich,Multiple Endings,Political,Point & Click,Dark Humor,Indie,Great Soundtrack,3D,Adventure,2D,RPG,Violent"
Cyber Hunter,https://store.steampowered.com/app/1209040/Cyber_Hunter,"Free to Play,Battle Royale,Massively Multiplayer,Action,FPS,Open World,Multiplayer,Survival,Co-op,Shooter,Third-Person Shooter,Controller,Anime,PvP,Third Person,Sexual Content,Cyberpunk,Character Customization,Nudity,Singleplayer"
Paladins®,https://store.steampowered.com/app/444090/Paladins,"Hero Shooter,Free to Play,Multiplayer,FPS,Shooter,Action,Team-Based,First-Person,PvP,MOBA,Online Co-Op,Fantasy,Controller,Strategy,Co-op,Character Customization,Massively Multiplayer,Adventure,Colorful,Funny"
My Time At Portia,https://store.steampowered.com/app/666140/My_Time_At_Portia,"RPG,Life Sim,Open World,Farming Sim,Crafting,Simulation,Casual,Adventure,Singleplayer,Agriculture,Building,Sandbox,Indie,Relaxing,Mining,Exploration,Survival,Cartoony,Post-apocalyptic,Female Protagonist"
Counter-Strike: Source,https://store.steampowered.com/app/240/CounterStrike_Source,"Shooter,Action,FPS,Multiplayer,Team-Based,First-Person,Tactical,Competitive,PvP,eSports,Military,War,Strategy,Moddable,Singleplayer,Difficult,Atmospheric,Survival,Simulation,Sandbox"
NARUTO TO BORUTO: SHINOBI STRIKER,https://store.steampowered.com/app/633230/NARUTO_TO_BORUTO_SHINOBI_STRIKER,"Anime,Action,Multiplayer,Character Customization,Fighting,Ninja,Co-op,Open World,PvP,RPG,Massively Multiplayer,Third Person,Adventure,Controller,Team-Based,Singleplayer,Online Co-Op,MMORPG,Strategy,MOBA"
Divinity: Original Sin - Enhanced Edition,https://store.steampowered.com/app/373420/Divinity_Original_Sin__Enhanced_Edition,"RPG,Turn-Based,Co-op,Adventure,Fantasy,Party-Based RPG,Strategy,Story Rich,Turn-Based Combat,Character Customization,Open World,CRPG,Singleplayer,Local Co-Op,Isometric,Multiplayer,Indie,Turn-Based Strategy,Great Soundtrack,Split Screen"
Timberborn,https://store.steampowered.com/app/1062090/Timberborn,"Early Access,City Builder,Colony Sim,Base Building,Survival,Building,Management,Resource Management,Automation,Sandbox,Economy,Singleplayer,Post-apocalyptic,Agriculture,Strategy,Level Editor,3D,Science,Top-Down,Voxel"
Travellers Rest,https://store.steampowered.com/app/1139980/Travellers_Rest,"Life Sim,Pixel Graphics,Farming Sim,Management,RPG,Immersive Sim,Collectathon,Medieval,Crafting,Building,Fantasy,Isometric,Resource Management,Colorful,Singleplayer,Adventure,Indie,Inventory Management,Early Access,Simulation"
Bloons TD 6,https://store.steampowered.com/app/960090/Bloons_TD_6,"Tower Defense,Strategy,Multiplayer,Singleplayer,Co-op,Online Co-Op,Family Friendly,Casual,3D,Cartoony,Sandbox,Great Soundtrack,Difficult,Funny,Cute,Survival,Action,Indie,2D,Adventure"
DCS World Steam Edition,https://store.steampowered.com/app/223750/DCS_World_Steam_Edition,"Simulation,Flight,Free to Play,Multiplayer,Military,Realistic,War,Open World,VR,Singleplayer,Shooter,Action,Co-op,TrackIR,Sandbox,First-Person,Tanks,Strategy,Massively Multiplayer,FPS"
The Legend of Heroes: Trails into Reverie,https://store.steampowered.com/app/1668540/The_Legend_of_Heroes_Trails_into_Reverie,"RPG,JRPG,Party-Based RPG,Anime,Story Rich,3D,Turn-Based Combat,Singleplayer,Great Soundtrack"
Deceive Inc.,https://store.steampowered.com/app/820520/Deceive_Inc,"Action,Shooter,Strategy,Stealth,PvP,Sandbox,Hero Shooter,FPS,Exploration,Competitive,First-Person,Survival,Detective,Multiplayer,Online Co-Op,Funny,Team-Based,Colorful,Tactical,Comedy"
Private Property,https://store.steampowered.com/app/1481700/Private_Property,"Action,RPG,Shooter,FPS,3D,First-Person,VR,Dark Humor,Post-apocalyptic,Funny,Zombies,PvE,Combat,Team-Based,Singleplayer,Co-op,Online Co-Op,Multiplayer,Gore,Violent"
"Papers, Please",https://store.steampowered.com/app/239030/Papers_Please,"Indie,Political,Simulation,Singleplayer,Point & Click,Pixel Graphics,Dystopian,Multiple Endings,Puzzle,Story Rich,Retro,Atmospheric,2D,Great Soundtrack,Addictive,Strategy,Replay Value,Casual,Adventure,Difficult"
The Stronghold Collection,https://store.steampowered.com/app/901735/The_Stronghold_Collection,"City Builder,Real Time Tactics,Colony Sim,Medieval,Sandbox,Building,Economy,Management,War,Military,Base Building,Strategy,RTS,Real-Time,Isometric,Top-Down,Historical,Open World,Simulation,Resource Management"
Stick Fight: The Game,https://store.steampowered.com/app/674940/Stick_Fight_The_Game,"Multiplayer,Funny,Fighting,Action,Local Multiplayer,2D Fighter,4 Player Local,PvP,2D,Casual,Physics,Online Co-Op,Shooter,Local Co-Op,Indie,Controller,Co-op,Great Soundtrack,Split Screen,Strategy"
Century: Age of Ashes,https://store.steampowered.com/app/918570/Century_Age_of_Ashes,"Free to Play,Dragons,Multiplayer,Action,Team-Based,Flight,PvP,Indie,Hero Shooter,Third Person,Arena Shooter,Shooter,Fantasy,Online Co-Op,Dark Fantasy,Character Customization,Mythology,Third-Person Shooter,Spectacle fighter,Early Access"
M.A.R.S.,https://store.steampowered.com/app/314430/MARS,"Third-Person Shooter,PvE,PvP,Competitive,Shooter,Character Customization,Female Protagonist,Third Person,Horror,3D,Mechs,Post-apocalyptic,Vehicular Combat,Dinosaurs,Action,Casual,Zombies,Military,Sci-fi,Space"
Hero's Hour,https://store.steampowered.com/app/1656780/Heros_Hour,"Turn-Based,Singleplayer,Pixel Graphics,Strategy,Turn-Based Strategy,Fantasy,Level Editor,Turn-Based Tactics,Multiplayer,Strategy RPG,Auto Battler,Procedural Generation,RPG,Old School,2D,Tactical,PvP,Local Co-Op,Atmospheric,4X"
TRAIL OUT,https://store.steampowered.com/app/1664220/TRAIL_OUT,"Destruction,Racing,Automobile Sim,Vehicular Combat,Combat Racing,Action,Physics,Arcade,Simulation,Singleplayer,PvE,Driving,Casual,Funny,Sports,Local Co-Op,Local Multiplayer,Third Person,Atmospheric,Realistic"
"Warhammer 40,000: Battlesector",https://store.steampowered.com/app/1295500/Warhammer_40000_Battlesector,"Strategy,Warhammer 40K,Turn-Based Tactics,Turn-Based Strategy,3D,Sci-fi,Isometric,Tactical,Turn-Based Combat,PvP,Combat,Singleplayer,Asynchronous Multiplayer,Multiplayer,Violent,War,Turn-Based,Space,Replay Value,Games Workshop"
Pathfinder: Wrath of the Righteous - Enhanced Edition,https://store.steampowered.com/app/1184370/Pathfinder_Wrath_of_the_Righteous__Enhanced_Edition,"Party-Based RPG,Class-Based,Difficult,Violent,Choose Your Own Adventure,Exploration,Open World,Stylized,RPG,Atmospheric,CRPG,Turn-Based Combat,Story Rich,Fantasy,Character Customization,Isometric,Choices Matter,Dark Fantasy,Dragons,Medieval"
Counter-Strike,https://store.steampowered.com/app/10/CounterStrike,"Action,FPS,Multiplayer,Shooter,Classic,Team-Based,First-Person,Competitive,Tactical,1990's,eSports,PvP,Old School,Military,Strategy,Survival,Score Attack,1980s,Assassin,Nostalgia"
A Little to the Left,https://store.steampowered.com/app/1629520/A_Little_to_the_Left,"Puzzle,Wholesome,Relaxing,Casual,Cute,Funny,2D,Colorful,Cats,Logic,Hand-drawn,Singleplayer,Indie,Cozy,Hidden Object,Linear,Family Friendly,Pixel Graphics,Multiplayer,Point & Click"
Kingdom Two Crowns,https://store.steampowered.com/app/701160/Kingdom_Two_Crowns,"Base Building,Building,Tower Defense,Strategy,Medieval,City Builder,Action RTS,Stylized,Singleplayer,Minimalist,Fantasy,Dark Fantasy,Controller,Pixel Graphics,Local Multiplayer,Simulation,Survival,Colony Sim,Adventure,Co-op"
PlanetSide 2,https://store.steampowered.com/app/218230/PlanetSide_2,"Free to Play,FPS,Massively Multiplayer,Shooter,Action,Open World,Multiplayer,Team-Based,Sci-fi,Tactical,War,First-Person,PvP,Futuristic,Co-op,Online Co-Op,Strategy,Space,Adventure,RPG"
Stranded Deep,https://store.steampowered.com/app/313120/Stranded_Deep,"Open World Survival Craft,Survival,Multiplayer,Open World,Crafting,First-Person,Adventure,Exploration,Realistic,Singleplayer,Building,Sandbox,Co-op,Simulation,Early Access,Underwater,Action,Atmospheric,Indie,Strategy"
My Summer Car,https://store.steampowered.com/app/516750/My_Summer_Car,"Automobile Sim,Simulation,Driving,Open World,Survival,Realistic,Building,First-Person,Racing,Singleplayer,Early Access,Funny,Sandbox,Difficult,Perma Death,Comedy,Indie,Adventure,Puzzle,Memes"
Rebel Inc: Escalation,https://store.steampowered.com/app/1088790/Rebel_Inc_Escalation,"Strategy,Simulation,Casual,Political Sim,Indie,Military,Political,War,Management,Tactical,Diplomacy,Singleplayer,Realistic,Real-Time with Pause,RTS,Addictive,Replay Value,Sandbox,Great Soundtrack,Economy"
The Planet Crafter,https://store.steampowered.com/app/1284190/The_Planet_Crafter,"Early Access,Story Rich,Open World Survival Craft,Base Building,Sandbox,Open World,Crafting,Building,Atmospheric,Survival,Resource Management,First-Person,Exploration,Immersive Sim,Sci-fi,Automation,Adventure,Singleplayer,Space,Aliens"
Clone Drone in the Danger Zone,https://store.steampowered.com/app/597170/Clone_Drone_in_the_Danger_Zone,"Robots,Action,3D Fighter,Swordplay,Fighting,Multiplayer,Indie,Funny,Singleplayer,Voxel,Co-op,Third Person,Pixel Graphics,Online Co-Op,Roguelike,Futuristic,Difficult,Comedy,Survival,Dark Humor"
Need for Drive - Open World Multiplayer Racing,https://store.steampowered.com/app/1531720/Need_for_Drive__Open_World_Multiplayer_Racing,"Racing,Sports,Driving,Automobile Sim,Management,Open World,Cute,Funny,Multiple Endings,Simulation,Third Person,Casual,Family Friendly,Realistic,Atmospheric,Comedy,Multiplayer,Old School,Massively Multiplayer,Singleplayer"
X4: Foundations,https://store.steampowered.com/app/392160/X4_Foundations,"Sandbox,Space Sim,Economy,Trading,Building,Exploration,Space,Grand Strategy,Management,First-Person,Strategy,Simulation,Sci-fi,Singleplayer,Open World,Action,Flight,Atmospheric,Crafting,Survival"
,https://store.steampowered.com/agecheck/app/235460,Gore
Metel - Horror Escape,https://store.steampowered.com/app/1357870/Metel__Horror_Escape,"Horror,Indie,Puzzle,3D,First-Person,Hidden Object,Survival Horror,Action,Investigation,Exploration,Survival,Story Rich,Time Manipulation,Old School,Dark,Realistic,Mystery,Linear,Singleplayer,Early Access"
Stronghold Crusader HD,https://store.steampowered.com/app/40970/Stronghold_Crusader_HD,"Real Time Tactics,City Builder,Colony Sim,Medieval,Building,Base Building,Sandbox,War,Management,Military,Economy,RTS,Real-Time,Strategy,Isometric,Open World,Resource Management,Historical,2D,Simulation"
Naval Action,https://store.steampowered.com/app/311310/Naval_Action,"Naval Combat,Sailing,Pirates,Naval,Open World,MMORPG,PvP,RPG,Sandbox,Military,Historical,Massively Multiplayer,War,Realistic,Crafting,Simulation,Economy,Survival,Combat,Trading"
Bread & Fred,https://store.steampowered.com/app/1607680/Bread__Fred,"Co-op,Local Co-Op,Cute,Pixel Graphics,2D Platformer,Precision Platformer,Psychological Horror,2D,Comedy,Difficult,Family Friendly,Funny,Platformer,Multiplayer,Local Multiplayer,Side Scroller,Snow,Casual,Controller,Colorful"
Mindustry,https://store.steampowered.com/app/1127400/Mindustry,"Base Building,Resource Management,Tower Defense,Strategy,Automation,Multiplayer,Sandbox,Building,Co-op,2D,Pixel Graphics,Online Co-Op,RTS,Singleplayer,PvE,Indie,PvP,Survival,Management,Action"
Warhammer: End Times - Vermintide,https://store.steampowered.com/app/235540/Warhammer_End_Times__Vermintide,"Action,Online Co-Op,Co-op,Dark Fantasy,First-Person,Gore,Games Workshop,Multiplayer,FPS,Fantasy,Hack and Slash,Atmospheric,Action RPG,Survival,RPG,Adventure,Singleplayer,Indie,Horror,Female Protagonist"
Cosmoteer: Starship Architect & Commander,https://store.steampowered.com/app/799600/Cosmoteer_Starship_Architect__Commander,"Early Access,Space,Sandbox,Building,Strategy,Simulation,Open World,PvP,Co-op,Singleplayer,Online Co-Op,Base Building,Automation,Crafting,Multiplayer,Sci-fi,Space Sim,Resource Management,Real Time Tactics,Top-Down"
No Man's Sky,https://store.steampowered.com/app/275850/No_Mans_Sky,"Open World,Open World Survival Craft,Space,Exploration,Sci-fi,Survival,Procedural Generation,Adventure,First-Person,Sandbox,Singleplayer,Multiplayer,Atmospheric,Crafting,Space Sim,Indie,Action,Simulation,FPS,VR"
Soulworker,https://store.steampowered.com/app/1377580/Soulworker,"Anime,Free to Play,Sexual Content,Nudity,MMORPG,RPG,Action,Action RPG,Hack and Slash,Multiplayer,Character Action Game,Third Person,Co-op,Online Co-Op,Story Rich,2.5D,Dark,Massively Multiplayer,Post-apocalyptic,PvE"
Getting Over It with Bennett Foddy,https://store.steampowered.com/app/240720/Getting_Over_It_with_Bennett_Foddy,"Psychological Horror,Difficult,Singleplayer,Physics,Horror,Philosophical,Funny,Platformer,Indie,Survival Horror,Casual,Dark Humor,Replay Value,Adventure,Action,Comedy,Story Rich,Strategy,Great Soundtrack,Third Person"
X-Plane 12,https://store.steampowered.com/app/2014780/XPlane_12,"Simulation,Flight,Action-Adventure,Immersive Sim,3D,3D Vision,Realistic,First-Person,VR,Atmospheric,Jet,Military,Relaxing,Choices Matter,Controller,Moddable,Open World,Physics,Tutorial,Co-op"
Planet of Lana,https://store.steampowered.com/app/1608230/Planet_of_Lana,"Female Protagonist,Anime,Puzzle Platformer,Controller,Atmospheric,2D Platformer,Singleplayer,Side Scroller,Emotional,Sci-fi,Story Rich,Drama,Hand-drawn,Cinematic,Adventure,Platformer,Family Friendly,Stylized,Colorful,Puzzle"
Pixel Starships,https://store.steampowered.com/app/378760/Pixel_Starships,"Sci-fi,Pixel Graphics,Space,Strategy,2D,Indie,Massively Multiplayer,Building,4X,Early Access,Base Building,Anime,Free to Play,Multiplayer,Turn-Based Tactics,RPG,Strategy RPG,Wargame,Real Time Tactics,Post-apocalyptic"
Supremacy 1914: World War 1,https://store.steampowered.com/app/979920/Supremacy_1914_World_War_1,"Strategy,Free to Play,War,World War I,Historical,Military,Simulation,Grand Strategy,Multiplayer,Massively Multiplayer,Diplomacy,Wargame,Co-op,Tactical,Singleplayer,Alternate History,Politics,RTS,Replay Value,Board Game"
Crysis 2 Remastered,https://store.steampowered.com/app/2096600/Crysis_2_Remastered,"Action,Sandbox,Shooter,FPS,Hero Shooter,First-Person,Shoot 'Em Up,Aliens,Dark Humor,Futuristic,Dystopian,Post-apocalyptic,Sci-fi,Tactical,Combat,Singleplayer,PvE,Violent"
Metal: Hellsinger,https://store.steampowered.com/app/1061910/Metal_Hellsinger,"Rhythm,Atmospheric,FPS,Singleplayer,Action,Music,Shooter,Demons,Combat,First-Person,Adventure,Female Protagonist,Score Attack,3D,Stylized,Cinematic,Dark Fantasy,Dark,Narration,Fantasy"
Undertale,https://store.steampowered.com/app/391540/Undertale,"Great Soundtrack,Story Rich,Choices Matter,Multiple Endings,Pixel Graphics,Funny,RPG,Singleplayer,Indie,Comedy,2D,Replay Value,Bullet Hell,Cute,Memes,Retro,Dark,Psychological Horror,Dating Sim,Horror"
Oxygen Not Included,https://store.steampowered.com/app/457140/Oxygen_Not_Included,"Colony Sim,Base Building,Survival,Resource Management,Building,Singleplayer,Management,Simulation,2D,Sandbox,Strategy,Space,Indie,Sci-fi,Exploration,Difficult,Open World,Adventure,Multiplayer,Space Sim"
Keep Talking and Nobody Explodes,https://store.steampowered.com/app/341800/Keep_Talking_and_Nobody_Explodes,"Co-op,Puzzle,Local Co-Op,Multiplayer,VR,Indie,Local Multiplayer,Difficult,Team-Based,Family Friendly,Funny,Fast-Paced,First-Person,Simulation,Asymmetric VR,Party Game,Action,Party,Atmospheric,Strategy"
South of the Circle,https://store.steampowered.com/app/1811040/South_of_the_Circle,"Interactive Fiction,Adventure,Story Rich,Drama,Cinematic,Atmospheric,Singleplayer,Stylized,Cold War,Minimalist,Narration,Emotional,Linear,Soundtrack,Romance,Point & Click"
Inkulinati,https://store.steampowered.com/app/957960/Inkulinati,"Early Access,Turn-Based Strategy,Medieval,Turn-Based Tactics,Roguelite,Turn-Based,Funny,Deckbuilding,Dark Humor,Hand-drawn,PvP,Stylized,2D,Strategy RPG,PvE,Historical,Turn-Based Combat,Strategy,Multiplayer,Singleplayer"
Project Hospital,https://store.steampowered.com/app/868360/Project_Hospital,"Simulation,Management,Building,Medical Sim,Strategy,Economy,Indie,Sandbox,Resource Management,City Builder,Singleplayer,Realistic,Base Building,2D,Isometric,Education,Real-Time with Pause,Moddable,Replay Value,Great Soundtrack"
Diplomacy is Not an Option,https://store.steampowered.com/app/1272320/Diplomacy_is_Not_an_Option,"Early Access,Strategy,Tower Defense,City Builder,Colony Sim,Sandbox,War,RTS,Base Building,Medieval,Action RTS,Procedural Generation,Military,Colorful,Stylized,Building,Survival,Physics,Combat,3D"
Darkest Dungeon®,https://store.steampowered.com/app/262060/Darkest_Dungeon,"Turn-Based Combat,Dark Fantasy,Dungeon Crawler,Roguelike,RPG,Lovecraftian,Difficult,Turn-Based,Singleplayer,Perma Death,Strategy,Atmospheric,Dark,Indie,2D,Roguelite,Horror,Gothic,Fantasy,Kickstarter"
Potion Craft: Alchemist Simulator,https://store.steampowered.com/app/1210320/Potion_Craft_Alchemist_Simulator,"Singleplayer,Crafting,Relaxing,Simulation,Medieval,Management,Indie,RPG,Life Sim,2D,Sandbox,Hand-drawn,Casual,Farming Sim,Resource Management,Choices Matter,Point & Click,Historical,Investigation,Trading"
Little Nightmares,https://store.steampowered.com/app/424840/Little_Nightmares,"Horror,Atmospheric,Adventure,Singleplayer,Puzzle Platformer,Dark,Puzzle,Indie,Story Rich,Stealth,Platformer,Psychological Horror,Great Soundtrack,2.5D,Third Person,Survival Horror,Female Protagonist,Short,Action,Strategy"
PROJECT: PLAYTIME,https://store.steampowered.com/app/1961460/PROJECT_PLAYTIME,"Multiplayer,Survival Horror,Horror,Puzzle,Online Co-Op,Team-Based,Romance,3D,Cute,Character Customization,First-Person,Dark,Psychological Horror,Action,Lore-Rich,Atmospheric,Exploration,Early Access,Third Person,Realistic"
The Jackbox Party Pack 6,https://store.steampowered.com/app/1005300/The_Jackbox_Party_Pack_6,"Trivia,Casual,Multiplayer,Indie,Local Multiplayer,Funny,Party,Comedy,Board Game,Party Game,Local Co-Op,Family Friendly,Co-op,Strategy,Social Deduction,Singleplayer"
Yokai Art: Night Parade of One Hundred Demons,https://store.steampowered.com/app/1812060/Yokai_Art_Night_Parade_of_One_Hundred_Demons,"Roguelite,Tower Defense,Sexual Content,Strategy,Real Time Tactics,Singleplayer,Casual,Roguelike,Tactical,RTS,Deckbuilding,Puzzle,Wargame,2D,Indie,Cartoon,Cute,Demons,Fantasy,Survival"
Fury Unleashed,https://store.steampowered.com/app/465200/Fury_Unleashed,"Replay Value,Roguelike,Fast-Paced,Difficult,Online Co-Op,Old School,Shooter,Platformer,Local Multiplayer,2D,2D Platformer,Perma Death,Roguelite,Side Scroller,Co-op,RPG,Local Co-Op,Combat,Multiplayer,Action"
The Riftbreaker,https://store.steampowered.com/app/780310/The_Riftbreaker,"Base Building,Tower Defense,Survival,Strategy,Hack and Slash,Crafting,Resource Management,Sci-fi,Building,Action RPG,Adventure,Exploration,RPG,Isometric,Simulation,Sandbox,Loot,Action,Atmospheric,Mechs"
Tropico 6,https://store.steampowered.com/app/492720/Tropico_6,"Strategy,City Builder,Simulation,Economy,Management,Political Sim,Multiplayer,Sandbox,Politics,Building,Singleplayer,Political,Choices Matter,Funny,Co-op,Diplomacy,Destruction,Atmospheric,Story Rich,Top-Down"
Slime Rancher,https://store.steampowered.com/app/433340/Slime_Rancher,"Cute,Exploration,Adventure,Singleplayer,Open World,First-Person,Colorful,Funny,Sandbox,Simulation,Casual,Management,Fantasy,Indie,Family Friendly,Great Soundtrack,Female Protagonist,Early Access,Action,FPS"
Super Animal Royale,https://store.steampowered.com/app/843380/Super_Animal_Royale,"Battle Royale,Free to Play,Cute,Multiplayer,Casual,Online Co-Op,Funny,Shooter,Massively Multiplayer,Character Customization,Co-op,Top-Down Shooter,Indie,Action,PvP,Lore-Rich,Family Friendly,Survival,Colorful,Adventure"
Firestone: Online Idle RPG,https://store.steampowered.com/app/1013320/Firestone_Online_Idle_RPG,"Idler,Free to Play,RPG,Clicker,Indie,Adventure,Casual,Early Access,Strategy,Singleplayer,Simulation,Action,Massively Multiplayer,Multiplayer,2D,MMORPG,Fantasy,Auto Battler,Time Management,Combat"
MONOPOLY Poker,https://store.steampowered.com/app/1474700/MONOPOLY_Poker,"Casual,Multiplayer,Free to Play,Board Game,Simulation,Gambling,Strategy,Card Game,Turn-Based Tactics,PvP,3D,2D"
NEEDY STREAMER OVERLOAD,https://store.steampowered.com/app/1451940/NEEDY_STREAMER_OVERLOAD,"Psychological Horror,Sexual Content,Anime,Visual Novel,Cute,Pixel Graphics,Multiple Endings,Point & Click,2D,Psychological,Choose Your Own Adventure,Psychedelic,Dark Humor,Colorful,Story Rich,Adventure,Singleplayer,Text-Based,Conversation,Hentai"
A Dance of Fire and Ice,https://store.steampowered.com/app/977950/A_Dance_of_Fire_and_Ice,"Rhythm,Music,Difficult,Indie,Great Soundtrack,Singleplayer,Level Editor,2D,Action,Psychological Horror,Casual,Games Workshop,Atmospheric,Souls-like,Horror,Multiplayer,Co-op"
Zup! S,https://store.steampowered.com/app/617670/Zup_S,"Puzzle,Casual,Indie,2D,Physics,Relaxing,Singleplayer,Minimalist,Short,Fast-Paced,Cute,Trading Card Game,Strategy,Logic,Psychological Horror,Difficult,Action,Education,Horror,Beautiful"
Rogue Company,https://store.steampowered.com/app/872200/Rogue_Company,"Free to Play,Multiplayer,Shooter,Third-Person Shooter,Action,PvP,Third Person,Competitive,Hero Shooter,Controller,Battle Royale,Team-Based,Tactical,Online Co-Op,Co-op,FPS,Sexual Content,First-Person,Singleplayer,Open World"
Call to Arms,https://store.steampowered.com/app/302670/Call_to_Arms,"Strategy,Military,Action,Multiplayer,RTS,War,Shooter,Tactical,Simulation,First-Person,Real-Time,Singleplayer,FPS,Modern,Co-op,Realistic,Sandbox,Third Person,Indie,Early Access"
SMITE®,https://store.steampowered.com/app/386360/SMITE,"Free to Play,MOBA,Multiplayer,Anime,Action,Third Person,Mythology,MMORPG,Team-Based,Nostalgia,Competitive,PvP,Strategy,Co-op,Massively Multiplayer,Open World,eSports,RPG,Adventure,Casual"
Incredibox,https://store.steampowered.com/app/1545450/Incredibox,"Casual,Rhythm,Cartoony,2D,Stylized,Audio Production,Family Friendly,Music,Relaxing,Singleplayer,Music-Based Procedural Generation,Indie,Education,Minimalist,Great Soundtrack"
Necromunda: Hired Gun,https://store.steampowered.com/app/1222370/Necromunda_Hired_Gun,"Action,Adventure,Warhammer 40K,Shooter,FPS,Gore,First-Person,Singleplayer,Violent,Action-Adventure,Games Workshop,Combat,Dog,Character Customization,Female Protagonist,Looter Shooter,Cyberpunk,Open World,Nudity,Multiplayer"
PixARK,https://store.steampowered.com/app/593600/PixARK,"Survival,Adventure,Open World,Massively Multiplayer,Multiplayer,Sandbox,Dinosaurs,RPG,Action,Pixel Graphics,Casual,Strategy,Building,Crafting,Voxel,Early Access,Base Building,Magic,FPS,Singleplayer"
NEBULOUS: Fleet Command,https://store.steampowered.com/app/887570/NEBULOUS_Fleet_Command,"Strategy,Simulation,RTS,War,Tactical,Space,Grand Strategy,Sci-fi,Military,Action,4X,Sandbox,Singleplayer,Multiplayer,Co-op,Moddable,Historical,Real Time Tactics,Atmospheric,Early Access"
CASE 2: Animatronics Survival,https://store.steampowered.com/app/722960/CASE_2_Animatronics_Survival,"Horror,FPS,Robots,Stealth,PvP,Psychological Horror,Action-Adventure,First-Person,Difficult,Story Rich,Simulation,Action,Multiplayer,Atmospheric,Survival Horror,Supernatural,Co-op,Adventure,Singleplayer,Massively Multiplayer"
The Lord of the Rings Online™,https://store.steampowered.com/app/212500/The_Lord_of_the_Rings_Online,"Free to Play,MMORPG,Massively Multiplayer,Open World,Fantasy,RPG,Adventure,Multiplayer,Character Customization,Based On A Novel,Exploration,Action,Story Rich,Online Co-Op,Co-op,Survival,Third Person,PvP,Singleplayer,Dark Fantasy"
Magicka 2,https://store.steampowered.com/app/238370/Magicka_2,"Magic,Co-op,Adventure,Multiplayer,Comedy,Action,Online Co-Op,Funny,Local Co-Op,RPG,Atmospheric,Team-Based,PvP,Fantasy,Open World,Local Multiplayer,Singleplayer,Gore,Memes,Isometric"
Wargame: Red Dragon,https://store.steampowered.com/app/251060/Wargame_Red_Dragon,"Strategy,RTS,Military,Realistic,Wargame,Cold War,Tactical,Multiplayer,Real Time Tactics,War,Simulation,Naval,Alternate History,Singleplayer,Real-Time,Action,Co-op,Difficult,Epic,Adventure"
Friends vs Friends,https://store.steampowered.com/app/1785150/Friends_vs_Friends,"Deckbuilding,First-Person,3D,Arena Shooter,Old School,PvP,Team-Based,Strategy,Platformer,Combat,FPS,Shooter,Multiplayer,Destruction,Action,Co-op,Online Co-Op,Indie,Retro,Voxel"
