appName,link,tags
Gorilla Tag,https://store.steampowered.com/app/1533390/Gorilla_Tag,"Psychological Horror,VR,Multiplayer,Parkour,Horror,First-Person,Funny,Survival Horror,3D,3D Platformer,Action,PvP,Platformer,Casual,Nature,Physics,6DOF,NSFW,Early Access,Minimalist"
Hand Simulator,https://store.steampowered.com/app/657200/Hand_Simulator,"Simulation,Funny,Multiplayer,VR,Difficult,Psychological Horror,First-Person,Memes,Comedy,Intentionally Awkward Controls,Sexual Content,Horror,Action,FPS,Nudity,Singleplayer,Atmospheric,World War II,Shooter,Open World"
River City Girls,https://store.steampowered.com/app/1049320/River_City_Girls,"Beat 'em up,Action,Female Protagonist,Pixel Graphics,Anime,Great Soundtrack,Local Co-Op,2D,Retro,Co-op,Local Multiplayer,Cute,Funny,Singleplayer,Multiplayer,Adventure,RPG,Nudity,Side Scroller,Indie"
Into the Radius VR,https://store.steampowered.com/app/1012790/Into_the_Radius_VR,"VR,Survival,Atmospheric,Horror,Post-apocalyptic,Open World,Shooter,Singleplayer,Survival Horror,FPS,Exploration,Realistic,First-Person,Indie,Gun Customization,Tactical,Simulation,Physics,Action,Violent"
ABZU,https://store.steampowered.com/app/384190/ABZU,"Relaxing,Atmospheric,Underwater,Exploration,Great Soundtrack,Adventure,Singleplayer,Casual,Colorful,Indie,Beautiful,Fantasy,Family Friendly,Short,Open World,Story Rich,Third Person,Simulation,Walking Simulator,Controller"
Pistol Whip,https://store.steampowered.com/app/1079800/Pistol_Whip,"VR,Action,Rhythm,Music,Shooter,On-Rails Shooter,FPS,Indie,Arcade,Bullet Hell,Bullet Time,First-Person,Assassin,Soundtrack,Singleplayer,Colorful,Gun Customization,Post-apocalyptic,Cyberpunk,Sci-fi"
Tap Ninja - Idle game,https://store.steampowered.com/app/1891700/Tap_Ninja__Idle_game,"Clicker,Casual,Idler,Pixel Graphics,Ninja,2D,Side Scroller,Roguelike,Action-Adventure,Action,Adventure,Singleplayer,Medieval,Hack and Slash,Free to Play,RPG,PvE,Indie,Linear,Collectathon"
Road Redemption,https://store.steampowered.com/app/300380/Road_Redemption,"Racing,Action,Motorbike,Indie,Multiplayer,Local Co-Op,Simulation,Adventure,Violent,Arcade,4 Player Local,Singleplayer,Local Multiplayer,Gore,Third Person,Roguelike,Funny,Roguelite,Sports,Shooter"
GreedFall,https://store.steampowered.com/app/606880/GreedFall,"RPG,Open World,Character Customization,Singleplayer,Choices Matter,Story Rich,Third Person,Fantasy,Adventure,Sexual Content,Action RPG,Mature,Action,Action-Adventure,Nudity,Female Protagonist,Atmospheric,Romance,Magic,Souls-like"
Munchkin Digital,https://store.steampowered.com/app/1722860/Munchkin_Digital,"Dragons,Funny,Old School,Adventure,Casual,RPG,Board Game,Card Game,Tabletop,Turn-Based Strategy,Roguelike,Dungeon Crawler,Strategy,Action,2D,Exploration,Hack and Slash,Cartoony,Cartoon,Hand-drawn"
GUILTY GEAR Xrd REV 2,https://store.steampowered.com/app/520440/GUILTY_GEAR_Xrd_REV_2,"Fighting,Anime,2D Fighter,Great Soundtrack,Action,Multiplayer,2.5D,Local Multiplayer,Difficult,Arcade,Story Rich,Controller,Competitive,eSports,Singleplayer,Tutorial,2D,Cute,Visual Novel"
SLUDGE LIFE 2,https://store.steampowered.com/app/2275150/SLUDGE_LIFE_2,"Adventure,Exploration,Action-Adventure,Colorful,First-Person,Stylized,Atmospheric,Funny,Comedy,Indie,Nudity,Controller,Conversation,Singleplayer"
Warhammer Combat Cards,https://store.steampowered.com/app/1641990/Warhammer_Combat_Cards,"Strategy,Card Game,Card Battler,Warhammer 40K,2D,Sci-fi,Free to Play,Turn-Based Combat,Deckbuilding,PvE,PvP,Asynchronous Multiplayer,Multiplayer,Singleplayer,Games Workshop"
Thunder Tier One,https://store.steampowered.com/app/377300/Thunder_Tier_One,"Online Co-Op,Top-Down Shooter,Tactical,Shooter,Realistic,Top-Down,Military,Multiplayer,Singleplayer,Co-op,Combat,PvP,PvE,Moddable,Action,Character Customization,Difficult,Team-Based,Real Time Tactics,1990's"
Fran Bow,https://store.steampowered.com/app/362680/Fran_Bow,"Psychological Horror,Story Rich,Point & Click,Puzzle,Horror,Adventure,Indie,Dark,Singleplayer,Atmospheric,Female Protagonist,Psychological,Gore,Surreal,Dark Fantasy,2D,Fantasy,Hand-drawn,Great Soundtrack,Hidden Object"
KARDS - The WW2 Card Game,https://store.steampowered.com/app/544810/KARDS__The_WW2_Card_Game,"Free to Play,Card Game,World War II,Trading Card Game,Wargame,Board Game,Turn-Based Strategy,PvP,Strategy,Top-Down,Turn-Based Combat,Tanks,Deckbuilding,Historical,Casual,Realistic,Multiplayer,Military,War,Singleplayer"
The Legend of Heroes: Kuro no Kiseki,https://store.steampowered.com/app/2138610/The_Legend_of_Heroes_Kuro_no_Kiseki,"Action,Adventure,RPG,Action RPG,Action-Adventure,JRPG,Tactical RPG,3D,Anime,Colorful,Fantasy,Futuristic,Magic,War,Combat,Controller,PvE,Singleplayer"
Stronghold Legends: Steam Edition,https://store.steampowered.com/app/40980/Stronghold_Legends_Steam_Edition,"Real Time Tactics,City Builder,Colony Sim,Sandbox,Building,Economy,Management,Medieval,War,Military,Base Building,Real-Time,RTS,Strategy,Isometric,Historical,Open World,Simulation,Resource Management,Fantasy"
HighFleet,https://store.steampowered.com/app/1434950/HighFleet,"Singleplayer,Indie,Strategy,Post-apocalyptic,Action Roguelike,Inventory Management,Tactical,Choices Matter,Strategy RPG,Action,Diplomacy,Exploration,Military,Nonlinear,Simulation,Building,Stylized,Physics,Adventure,Sci-fi"
Who's Lila?,https://store.steampowered.com/app/1697700/Whos_Lila,"Choose Your Own Adventure,Horror,Detective,Interactive Fiction,Exploration,Puzzle,Point & Click,Visual Novel,Psychological Horror,Tutorial,3D,Surreal,First-Person,Third Person,Lore-Rich,Multiple Endings,Choices Matter,Nonlinear,Casual,Story Rich"
VR Giants,https://store.steampowered.com/app/1124160/VR_Giants,"Early Access,Action,Indie,VR,Asymmetric VR,Local Co-Op,Adventure,Co-op,3D Platformer,Puzzle Platformer,Physics,Local Multiplayer,Platformer,Controller,Team-Based,Co-op Campaign,Multiplayer,Puzzle,Online Co-Op,3D"
Poppy Playtime,https://store.steampowered.com/app/1721470/Poppy_Playtime,"Horror,Singleplayer,Multiplayer,First-Person,Puzzle,Survival Horror,Free to Play,Dark,Mystery,Survival,Indie,Psychological Horror,Thriller,Lore-Rich,1980s,Atmospheric,Adventure,Action,Cartoony,Action-Adventure"
Goobies,https://store.steampowered.com/app/2294130/Goobies,"Action Roguelike,Bullet Hell,Top-Down Shooter,Roguelite,3D,Casual,Vampire,Action,Singleplayer,RPG,Arcade,Action RPG,Retro,Score Attack,Dark Fantasy,Shoot 'Em Up,Shooter,Choices Matter,Stylized,Magic"
Supraland,https://store.steampowered.com/app/813630/Supraland,"Puzzle Platformer,Exploration,Metroidvania,Adventure,First-Person,Physics,Singleplayer,FPS,Puzzle,Open World,3D Platformer,Collectathon,Cartoony,Shooter,Funny,Colorful,Platformer,Action-Adventure,Family Friendly,Action"
ORX,https://store.steampowered.com/app/1071140/ORX,"Roguelike Deckbuilder,Tower Defense,Building,Card Game,RPG,Roguelike,Replay Value,Deckbuilding,Difficult,Turn-Based,Singleplayer,Roguelite,Mouse only,2D,Procedural Generation,Fantasy,Casual,Early Access,Tabletop,Great Soundtrack"
EVERSPACE™ 2,https://store.steampowered.com/app/1128920/EVERSPACE_2,"Space,Adventure,Flight,Spaceships,Simulation,6DOF,Action,Sci-fi,Action-Adventure,Story Rich,Singleplayer,Atmospheric,Open World,Action RPG,Shooter,Space Sim,Looter Shooter,Arcade,3D,RPG"
Frontier Hunter: Erza’s Wheel of Fortune,https://store.steampowered.com/app/1429500/Frontier_Hunter_Erzas_Wheel_of_Fortune,"Early Access,Metroidvania,Anime,Action,Exploration,RPG,Female Protagonist,Action RPG,JRPG,Action-Adventure,Souls-like,Side Scroller,Adventure,2D Platformer,Platformer,Dungeon Crawler,Open World,Story Rich,Hack and Slash,Cute"
"Warhammer 40,000: Armageddon",https://store.steampowered.com/app/312370/Warhammer_40000_Armageddon,"Strategy,Warhammer 40K,Turn-Based Tactics,Games Workshop,Tactical,Turn-Based,Hex Grid,Singleplayer,Turn-Based Strategy,Multiplayer,War,Aliens,Wargame,Sci-fi,Replay Value,Strategy RPG"
Fly Corp,https://store.steampowered.com/app/1372530/Fly_Corp,"Casual,Transportation,Time Management,Strategy,Management,Minimalist,Jet,Simulation,Puzzle,Building,Logic,Sandbox,2D,Cute,Family Friendly,RTS,Abstract,Colorful,Experimental,Idler"
Ben and Ed - Blood Party,https://store.steampowered.com/app/500260/Ben_and_Ed__Blood_Party,"Multiplayer,Zombies,Co-op,Action,Indie,Funny,Level Editor,Parkour,3D Platformer,Gore,Violent,Horror,Platformer,4 Player Local,Singleplayer,Third Person,Split Screen,Local Multiplayer,Sexual Content"
STEINS;GATE,https://store.steampowered.com/app/412830/STEINSGATE,"Visual Novel,Story Rich,Anime,Time Travel,Sci-fi,Great Soundtrack,Multiple Endings,Choices Matter,Singleplayer,Science,Adventure,Atmospheric,Mystery,Romance,Thriller,Psychological Horror,Memes,Dating Sim,Horror,Casual"
Rake,https://store.steampowered.com/app/386880/Rake,"Horror,Multiplayer,Survival Horror,Survival,First-Person,Hunting,Open World,Action,Indie,Adventure,Co-op,Atmospheric,Singleplayer,Simulation,FPS,Shooter,Gore,Supernatural,Online Co-Op,Funny"
Ryse: Son of Rome,https://store.steampowered.com/app/302510/Ryse_Son_of_Rome,"Hack and Slash,Action,Quick-Time Events,Rome,Historical,Third Person,Singleplayer,Adventure,Gore,Linear,War,Atmospheric,RPG,Nudity,Open World,Co-op,Multiplayer,Benchmark,Short,Fantasy"
VERGE:Lost chapter,https://store.steampowered.com/app/400740/VERGELost_chapter,"Walking Simulator,Indie,Horror,Adventure,Simulation,Funny,Singleplayer,First-Person,Historical,PvE,Nature,Mature,Gore,Action,Shooter,Violent,Destruction,Sandbox,Third-Person Shooter,Exploration"
Batman: The Enemy Within - The Telltale Series,https://store.steampowered.com/app/675260/Batman_The_Enemy_Within__The_Telltale_Series,"Adventure,Story Rich,Choices Matter,Point & Click,Singleplayer,Superhero,Episodic,Comic Book,Detective,Action,Quick-Time Events,Violent,Atmospheric,Dark,Third Person,Gore,Visual Novel,Choose Your Own Adventure,Mature"
Melty Blood Actress Again Current Code,https://store.steampowered.com/app/411370/Melty_Blood_Actress_Again_Current_Code,"Anime,2D Fighter,Fighting,Action,Great Soundtrack,Arcade,Local Multiplayer,Difficult,eSports,Visual Novel,Cute,Controller,Multiplayer,Story Rich,Vampire,2D,Competitive,Pixel Graphics"
Creepy Tale,https://store.steampowered.com/app/1224020/Creepy_Tale,"Dark,Horror,Singleplayer,Indie,Narration,2D Platformer,Puzzle,Side Scroller,Platformer,Escape Room,Action-Adventure,RPG,2D,Psychological Horror,Story Rich,Cartoony,Hand-drawn,Atmospheric,Adventure,Puzzle Platformer"
Smack Studio,https://store.steampowered.com/app/1739300/Smack_Studio,"Character Customization,Local Multiplayer,2D Fighter,Design & Illustration,Sandbox,Pixel Graphics,2.5D,Multiplayer,Fighting,Level Editor,Automation,Software,Game Development,Early Access,Indie,Combat,Casual,PvP,2D Platformer,Co-op"
Star Conflict,https://store.steampowered.com/app/212070/Star_Conflict,"Free to Play,Space,Action,Multiplayer,Massively Multiplayer,Sci-fi,Simulation,Open World,Space Sim,Flight,Shooter,Co-op,PvP,Third Person,Competitive,Adventure,Atmospheric,Sandbox,MMORPG,Spaceships"
ScooterFlow,https://store.steampowered.com/app/1648390/ScooterFlow,"Simulation,Physics,Sports,Controller,Realistic,3D Platformer,Singleplayer,3D,eSports,First-Person,Third Person,Casual,Indie,Early Access,Skating,Character Customization"
AO Tennis 2,https://store.steampowered.com/app/1072500/AO_Tennis_2,"Sports,Tennis,Multiplayer,Character Customization,Action,Simulation,Realistic,Arcade,Top-Down,Management,PvP,Physics,Artificial Intelligence,Level Editor,Resource Management,Conversation,Co-op,Local Co-Op,Online Co-Op,Singleplayer"
Cultist Simulator,https://store.steampowered.com/app/718670/Cultist_Simulator,"Management,Card Game,Story Rich,Difficult,Horror,Roguelite,Tabletop,Lovecraftian,Atmospheric,Board Game,CRPG,Strategy RPG,Text-Based,Roguelike,RPG,2D,Multiple Endings,Crafting,Psychological Horror,Dark Humor"
The Legend of Heroes: Trails to Azure,https://store.steampowered.com/app/1668520/The_Legend_of_Heroes_Trails_to_Azure,"RPG,JRPG,Story Rich,Anime,Turn-Based Combat,Singleplayer,Great Soundtrack"
Rusted Warfare - RTS,https://store.steampowered.com/app/647960/Rusted_Warfare__RTS,"RTS,Strategy,Base Building,Multiplayer,Moddable,Indie,2D,Singleplayer,Sandbox,Real-Time,Pixel Graphics,Co-op,Real-Time with Pause,Robots,Retro,Mechs,Action,War,Tower Defense,Mod"
My Lands: Black Gem Hunting,https://store.steampowered.com/app/290730/My_Lands_Black_Gem_Hunting,"Strategy,Free to Play,RTS,Massively Multiplayer,Multiplayer,Indie,Casual,Adventure,MMORPG,Singleplayer,RPG,Co-op,2D"
Railroad Corporation,https://store.steampowered.com/app/797400/Railroad_Corporation,"Strategy,Trains,Management,Simulation,Historical,Transportation,Multiplayer,Economy,Real-Time with Pause,Sandbox,Building,Competitive,Singleplayer,Western,Realistic,Grand Strategy,Resource Management,Real-Time,Capitalism,Moddable"
Darksiders III,https://store.steampowered.com/app/606280/Darksiders_III,"Hack and Slash,Action,Female Protagonist,Singleplayer,Adventure,Souls-like,RPG,Action-Adventure,Open World,Violent,Third Person,Story Rich,Atmospheric,Dark Fantasy,Post-apocalyptic,Puzzle,Fantasy,Gore,Difficult,Dark"
Yet Another Zombie Defense HD,https://store.steampowered.com/app/674750/Yet_Another_Zombie_Defense_HD,"Zombies,Violent,Top-Down Shooter,Gore,Tower Defense,Strategy,Shooter,Arena Shooter,Base Building,Twin Stick Shooter,Isometric,Action,Survival,Co-op,Multiplayer,Indie,Online Co-Op,Local Multiplayer,4 Player Local,Local Co-Op"
DJMAX RESPECT V,https://store.steampowered.com/app/960170/DJMAX_RESPECT_V,"Rhythm,Casual,Music,Action,Sports,Anime,Great Soundtrack,Multiplayer,Sexual Content,Singleplayer,Competitive,Difficult,Arcade,Early Access,Nudity,2D,Mature,Cute,Hentai,Indie"
Teslagrad 2,https://store.steampowered.com/app/1698220/Teslagrad_2,"Adventure,Puzzle,Action,Platformer,Action-Adventure,Steampunk,Metroidvania,Puzzle Platformer,2D,2D Platformer,Side Scroller,Singleplayer,Female Protagonist,Multiple Endings,Colorful,Stylized,Atmospheric,Fantasy,Logic,Nonlinear"
Mars Horizon,https://store.steampowered.com/app/765810/Mars_Horizon,"Management,Space,Strategy,Education,Mars,Space Sim,Science,Choices Matter,Historical,Building,Alternate History,Exploration,Turn-Based,Simulation,Stylized,Logic,Singleplayer,Immersive Sim,Resource Management,Physics"
The Walking Dead: Saints & Sinners,https://store.steampowered.com/app/916840/The_Walking_Dead_Saints__Sinners,"VR,Zombies,Action,Gore,Adventure,Horror,Shooter,Survival Horror,Violent,Survival,RPG,Singleplayer,Choices Matter,Indie,Simulation,Strategy,Open World,First-Person,FPS,Action RPG"
Granny,https://store.steampowered.com/app/962400/Granny,"Horror,Survival Horror,Adventure,First-Person,Indie,Multiplayer,Singleplayer,Violent,Puzzle,Gore,Difficult,Survival,Action,Strategy,Dark,Sexual Content,Funny,Psychological Horror"
Summer Memories,https://store.steampowered.com/app/1227890/Summer_Memories,"Sexual Content,Nudity,Mature,Pixel Graphics,Hentai,Anime,RPG,Simulation,Multiple Endings,Time Management,Singleplayer,FPS,Visual Novel,Adventure,2D,JRPG,RPGMaker,Indie,Funny,Memes"
Auto Brawl Chess,https://store.steampowered.com/app/951480/Auto_Brawl_Chess,"Auto Battler,Multiplayer,PvP,Adventure,Real Time Tactics,Strategy,Card Battler,Action,Trading Card Game,Turn-Based Tactics,Tactical RPG,2D,Atmospheric,Tactical,Fantasy,Team-Based,Turn-Based Combat,Massively Multiplayer,Class-Based,Singleplayer"
Cruelty Squad,https://store.steampowered.com/app/1388770/Cruelty_Squad,"Capitalism,Surreal,Immersive Sim,FPS,Psychological Horror,Cyberpunk,Shooter,Psychedelic,First-Person,Stealth,Lore-Rich,Dark Humor,Stylized,Dystopian,Action,Post-apocalyptic,Assassin,Tactical,Retro,Simulation"
Untitled Goose Game,https://store.steampowered.com/app/837470/Untitled_Goose_Game,"Funny,Villain Protagonist,Multiplayer,Co-op,Comedy,Stealth,Indie,Puzzle,Cute,Singleplayer,Family Friendly,Local Co-Op,Colorful,Physics,Third Person,Adventure,Local Multiplayer,Sandbox,Action,Simulation"
Shadows of Forbidden Gods,https://store.steampowered.com/app/1741640/Shadows_of_Forbidden_Gods,"Strategy,Simulation,God Game,Grand Strategy,Turn-Based Strategy,Outbreak Sim,Political Sim,2D,Top-Down,Conspiracy,Crime,Dark,Dark Fantasy,Destruction,Dystopian,Economy,Fantasy,Gothic,Horror,Illuminati"
Rock Simulator,https://store.steampowered.com/app/1187510/Rock_Simulator,"Casual,Psychological Horror,Indie,Simulation,Comedy,eSports,Memes,Relaxing,Multiplayer,God Game,Puzzle,Life Sim,Immersive Sim,Puzzle Platformer,3D,Cinematic,Colorful,Cute,Minimalist,Realistic"
Sticky Business,https://store.steampowered.com/app/2303350/Sticky_Business,"Casual,Simulation,Indie,Relaxing,Wholesome,Cute,Puzzle,Pixel Graphics,Colorful,Life Sim,Family Friendly,Singleplayer,2D,LGBTQ+,Cozy,Sandbox,Economy,Point & Click,Atmospheric,Immersive Sim"
VA-11 Hall-A: Cyberpunk Bartender Action,https://store.steampowered.com/app/447530/VA11_HallA_Cyberpunk_Bartender_Action,"Cyberpunk,Visual Novel,Pixel Graphics,Story Rich,Female Protagonist,Dystopian,LGBTQ+,Choices Matter,Point & Click,Casual,Simulation,Anime,Memes,Transhumanism,2D,Adventure,Life Sim,Funny,Cute,Sci-fi"
JoJo's Bizarre Adventure: All-Star Battle R,https://store.steampowered.com/app/1372110/JoJos_Bizarre_Adventure_AllStar_Battle_R,"Anime,Action,Fighting,PvP,Multiplayer,2D Fighter,3D Fighter,Memes,2D,Great Soundtrack,3D,Colorful,Story Rich,Violent,2.5D,2D Platformer,Local Co-Op,Controller,LGBTQ+,Family Friendly"
HROT,https://store.steampowered.com/app/824600/HROT,"Retro,FPS,Shooter,Action,First-Person,Indie,Singleplayer,Old School,Gore,Violent,Dark,Atmospheric,Alternate History,Horror,1980s,Horses,Blood,Vehicular Combat,Driving,Psychological Horror"
FAITH: The Unholy Trinity,https://store.steampowered.com/app/1179080/FAITH_The_Unholy_Trinity,"Horror,Pixel Graphics,Indie,Psychological Horror,Retro,Story Rich,Atmospheric,Dark,Adventure,Gore,Violent,Blood,Great Soundtrack,Survival Horror,Lovecraftian,Puzzle,Classic,Animation & Modeling,Alternate History,Faith"
60 Seconds!,https://store.steampowered.com/app/368360/60_Seconds,"Survival,Post-apocalyptic,Singleplayer,Strategy,Simulation,Dark Humor,Funny,Indie,Adventure,Comedy,Choices Matter,Casual,Point & Click,Action,Difficult,War,Text-Based,2D,Dark Comedy,Roguelite"
RoboCo,https://store.steampowered.com/app/1067220/RoboCo,"Early Access,Building,Sandbox,Physics,Robots,Simulation,Indie,Education,Funny,Singleplayer,Arcade,Casual,Strategy,3D,Third Person,Cute,VR,Action,Puzzle,Cartoony"
Cine Tracer,https://store.steampowered.com/app/904960/Cine_Tracer,"Simulation,Early Access,Cinematic"
Love Tavern,https://store.steampowered.com/app/1354230/Love_Tavern,"Early Access,Sexual Content,Management,Building,Simulation,Time Management,City Builder,Colony Sim,God Game,Dating Sim,Life Sim,Immersive Sim,Collectathon,Resource Management,Cooking,2.5D,Fantasy,Funny,Character Customization,Casual"
Fernbus Simulator,https://store.steampowered.com/app/427100/Fernbus_Simulator,"Automobile Sim,Simulation,Driving,Realistic,Singleplayer,Open World,Multiplayer,Moddable,First-Person,Atmospheric,Casual,Exploration,Physics,Relaxing,Management,Colorful,Replay Value,Adventure,Sexual Content,Story Rich"
Hidden Deep,https://store.steampowered.com/app/976890/Hidden_Deep,"Early Access,Dark,Mystery,Thriller,2D,Horror,Mining,Exploration,Sci-fi,Action-Adventure,Physics,Singleplayer,Action,Aliens,Atmospheric,Story Rich,Adventure,Shooter,Realistic,Puzzle Platformer"
Combat Mission Battle for Normandy,https://store.steampowered.com/app/2297010/Combat_Mission_Battle_for_Normandy,"Strategy,Turn-Based Strategy,Turn-Based Tactics,World War II,3D,PvP,Multiplayer,Singleplayer"
Axiom Verge,https://store.steampowered.com/app/332200/Axiom_Verge,"Metroidvania,Indie,Pixel Graphics,Platformer,Action,Great Soundtrack,2D,Sci-fi,Adventure,Retro,Exploration,Singleplayer,Atmospheric,Cyberpunk,Difficult,Side Scroller,Horror,Aliens,Shooter,Story Rich"
Blood West,https://store.steampowered.com/app/1587130/Blood_West,"Early Access,FPS,Western,Retro,Horror,First-Person,Stealth,Shooter,Action,Singleplayer,Dark,Survival Horror,Lovecraftian,3D,Demons,Character Customization,Inventory Management,Resource Management,Immersive Sim,1990's"
"Warhammer 40,000: Mechanicus",https://store.steampowered.com/app/673880/Warhammer_40000_Mechanicus,"Warhammer 40K,Strategy,Turn-Based Tactics,Games Workshop,Turn-Based Combat,Sci-fi,Turn-Based,Atmospheric,Tactical,Great Soundtrack,Turn-Based Strategy,Singleplayer,Indie,RPG,Robots,Dungeon Crawler,Difficult,Character Customization,Story Rich,Board Game"
Ship Graveyard Simulator,https://store.steampowered.com/app/1286880/Ship_Graveyard_Simulator,"Simulation,Indie,Naval,Action,Exploration,Relaxing,Singleplayer,Sandbox,Destruction,Inventory Management,Atmospheric,Strategy,Physics,Realistic,Management,First-Person,Education,Crafting,Adventure,Life Sim"
Starbase,https://store.steampowered.com/app/454120/Starbase,"Open World,Building,Massively Multiplayer,Space Sim,Simulation,Sandbox,Space,Sci-fi,Action,Early Access,FPS,Crafting,Voxel,Destruction,Programming,Robots,Exploration,Multiplayer,Open World Survival Craft,First-Person"
Professional Fishing,https://store.steampowered.com/app/798420/Professional_Fishing,"Fishing,Simulation,Free to Play,Massively Multiplayer,Multiplayer,Casual,Action,Open World,Sports,Realistic,Adventure,Family Friendly,Singleplayer,Relaxing,Atmospheric,Online Co-Op,First-Person,Indie,Exploration,Psychological Horror"
Kayak VR: Mirage,https://store.steampowered.com/app/1683340/Kayak_VR_Mirage,"VR,Racing,Simulation,Realistic,Immersive Sim,Physics,Nature,Arcade,Relaxing,Score Attack,Casual,Indie,Exploration,Linear,Sports,Adventure,6DOF,Asynchronous Multiplayer,Singleplayer"
Love n War: Hero by Chance II,https://store.steampowered.com/app/1627680/Love_n_War_Hero_by_Chance_II,"Early Access,Sexual Content,Nudity,Hentai,Strategy,NSFW,Anime,Mature,Tower Defense,Visual Novel,Tactical,Story Rich,Dating Sim,RPG,Tactical RPG,Simulation,Real Time Tactics,Lore-Rich,2D,Real-Time"
Roguebook,https://store.steampowered.com/app/1076200/Roguebook,"RPG,Indie,Card Game,Deckbuilding,Strategy,Singleplayer,Roguelite,Turn-Based,Turn-Based Tactics,Roguelike,Turn-Based Combat,Card Battler,2D,Difficult,Roguelike Deckbuilder,Fantasy,Replay Value,Turn-Based Strategy,Adventure,Magic"
Lumencraft,https://store.steampowered.com/app/1713810/Lumencraft,"Exploration,Action,Action RPG,Sandbox,Thriller,Strategy,Tower Defense,Base Building,Action Roguelike,Combat,Top-Down Shooter,Colorful,Survival,Atmospheric,Realistic,2D,Early Access,Indie,Shooter,RPG"
Day of Defeat: Source,https://store.steampowered.com/app/300/Day_of_Defeat_Source,"FPS,World War II,Multiplayer,Action,Shooter,Military,Team-Based,War,First-Person,Historical,Class-Based,Classic,Tactical,Realistic,Online Co-Op,Gore,Strategy,Massively Multiplayer,Simulation,Comedy"
Men of War: Assault Squad 2,https://store.steampowered.com/app/244450/Men_of_War_Assault_Squad_2,"Strategy,World War II,War,Simulation,RTS,Action,Tactical,Military,Multiplayer,Real Time Tactics,Realistic,Tanks,Historical,Co-op,Singleplayer,Destruction,Atmospheric,Difficult,Classic,Adventure"
月圆之夜 (Night of Full Moon),https://store.steampowered.com/app/769560/_Night_of_Full_Moon,"Card Game,Strategy,Deckbuilding,Indie,Card Battler,Free to Play,Adventure,Roguelite,Singleplayer,Roguelike Deckbuilder,Roguelike,Female Protagonist,Turn-Based"
Dyson Sphere Program,https://store.steampowered.com/app/1366540/Dyson_Sphere_Program,"Space,Automation,Base Building,Building,Open World,Resource Management,Simulation,Sci-fi,Management,Sandbox,City Builder,Strategy,Singleplayer,Space Sim,3D,Third Person,Early Access,Indie,RTS,Casual"
Battle Tanks: Legends of World War II,https://store.steampowered.com/app/782670/Battle_Tanks_Legends_of_World_War_II,"Free to Play,Massively Multiplayer,Action,Simulation,Strategy,Casual,Tanks,World War II,Singleplayer"
Tempest: Pirate Action RPG,https://store.steampowered.com/app/418180/Tempest_Pirate_Action_RPG,"Pirates,Action,Naval,RPG,Open World,Action RPG,Multiplayer,Indie,Singleplayer,Co-op,Third Person,Historical,Sailing,Atmospheric,Difficult,Action-Adventure,Replay Value,Sandbox,Perma Death,CRPG"
All-In-One Sports VR,https://store.steampowered.com/app/1514840/AllInOne_Sports_VR,"Simulation,VR,Sports,Baseball,Basketball,Bowling,Casual,Boxing,Archery,Tennis,Golf,Pool,Arcade,eSports,Physics,6DOF,Realistic,Singleplayer,Multiplayer,Action"
SOULCALIBUR VI,https://store.steampowered.com/app/544750/SOULCALIBUR_VI,"Fighting,Action,Character Customization,Multiplayer,Fantasy,Swordplay,Arcade,Local Multiplayer,Nudity,3D Fighter,Competitive,Singleplayer,Great Soundtrack,Female Protagonist,Anime,Medieval,Sexual Content,Story Rich,Beat 'em up,RPG"
Kingdom: New Lands,https://store.steampowered.com/app/496300/Kingdom_New_Lands,"Side Scroller,Exploration,Colony Sim,Tower Defense,Building,Survival,Medieval,Base Building,Strategy,Roguelike,Pixel Graphics,2D,Open World,Simulation,Fantasy,Atmospheric,Singleplayer,Adventure,Indie,Great Soundtrack"
ATOM RPG: Post-apocalyptic indie game,https://store.steampowered.com/app/552620/ATOM_RPG_Postapocalyptic_indie_game,"CRPG,Exploration,Survival,Puzzle,Turn-Based,Sandbox,RPG,Post-apocalyptic,Isometric,Alternate History,Strategy,Open World,Story Rich,Turn-Based Combat,Simulation,Tactical,Atmospheric,Mystery,Singleplayer,Indie"
Vangers,https://store.steampowered.com/app/264080/Vangers,"Racing,Adventure,Action,Atmospheric,Indie,Psychedelic,Classic,Voxel,Surreal,Open World,RPG,Story Rich,Sci-fi,Retro,Top-Down,Great Soundtrack,Sandbox,Singleplayer,Psychological Horror,Difficult"
Manifold Garden,https://store.steampowered.com/app/473950/Manifold_Garden,"Puzzle,Surreal,Abstract,First-Person,Exploration,Puzzle Platformer,Experimental,Psychedelic,Atmospheric,Philosophical,Difficult,Minimalist,Nonlinear,Relaxing,Indie,Mystery,Singleplayer,Adventure,Colorful,Multiple Endings"
Bleak Sword DX,https://store.steampowered.com/app/2193050/Bleak_Sword_DX,"Action Roguelike,Hack and Slash,2D Fighter,Arcade,Action-Adventure,2D,Swordplay,Horror,Controller,Linear,Action,Minimalist,Pixel Graphics,Dark Fantasy,Fantasy,Medieval,Atmospheric,Adventure,Dark,Old School"
CARNAGE OFFERING Tower Defense,https://store.steampowered.com/app/2298300/CARNAGE_OFFERING_Tower_Defense,"Early Access,Tower Defense,Strategy,RTS,Sci-fi,Action,Indie,Aliens,Futuristic,Singleplayer,Top-Down,Replay Value,Controller,Touch-Friendly,Mining,Adventure,Time Management,Building,Sandbox,Realistic"
